#REPLACE,0,0,0,0,0,0,0,0,LOS in tiles/10 (so 50 means 5 tiles),LOS to infantry in cover/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sound effect played on an impact,0,0,0,Total men in unit,Relative size of unit - minimum size of normal units is 200. Light Foot and Light Horse units should not exceed 300. Dragoons should not exceed 400 but are normally 300. Commanded Shot should not exceed 300 but are normally 200.,"0 = Unarm, 100=Arm, 200 = Heav Arm, 300 - Fully Arm. Adjust to proportions in unit",,,Whether these should be kept in reserve at the back of the deployment,Combat Capabilities (% of unit that has them),,,,,,,,,,,,,,,,,,,Defined here only so that they are available before INIT_UnitData() is called. Values from Squads.csv will not necessarily  be used - should be set at zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Madeby,SoundBank,Type,IconID,ManCount,IconSIze,IconHeight,LOS,CoverLOS,Cost,DeathAngle,ViewFlags,AP,Speed,MoveCost,FireDirectionOffset,AssetFilename,Morale,Transport,CanBeCarried,Blocking,ScoutRange,HE_TileDamage,SFXImpact,Shots,AmbushSkill,TurnRate,TotalMen,UnitSize,BodyArmour,Experience,Elan,Reserve,Light_Artillery,Heavy_Artillery,Handgun,Bombs,Bow,Longbow,Crossbow,Sling,Javelins,Darts,Heavy_Lancers,Light_Lancers,Impact_Foot,Pike,Heavy_Weapon,Offensive_Spearmen,Defensive_Spearmen,Light_Spear,Swordsmen,MoraleState,Attacking,SeasonalMultiplier,Startdate,Endate,General,UnitScaling,ShaderValue,BannerHeight,3DViewZoom,3DViewHeight,##0,##1,##2,##3,Mixed,Stakes,Gunpowder,Placeholder,,,,,,,,,,,,,,,,,,,,,,,,
Light_Javelins,10,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,24,0,1,12,600,1,0,light_javelins,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,2600,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Xystophoroi,11,Allies,2,Cavalry,NonLightLancers,5,60,25,200,20,64,0,2,16,900,1,0,xystophoroi,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Cataphracts,12,Allies,2,Cataphracts,Gendarmes,4,60,25,200,20,68,0,2,12,900,1,0,Cataphract,100,0,0,0,1,0,-1,1,0,200,240,400,300,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Thorakitai,13,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,51,0,1,10,600,1,0,Thorakitai,100,0,0,0,1,0,-1,1,0,200,480,600,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2600,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Nomad_LH,14,Allies,2,Light_Horse,HorseArchers,2,60,25,200,20,36,0,2,20,1100,1,0,nomad_LH,100,0,0,0,1,0,-1,1,0,200,120,200,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
LH_Bow,15,Allies,2,Light_Horse,HorseArchers,2,60,25,200,20,28,0,2,20,1100,1,0,LH_bow,100,0,0,0,1,0,-1,1,0,200,120,200,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Thracians,16,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,45,0,1,10,600,1,0,thracians,100,0,0,0,1,0,-1,1,0,200,480,600,50,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Hillmen,17,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,30,0,1,10,600,1,0,hillmen,100,0,0,0,1,0,-1,1,0,200,480,600,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,100,,,-1,2600,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
LH_Javelin,18,Allies,2,Light_Horse,Jinetes,2,60,25,200,20,24,0,2,20,1100,1,0,LH_Javelins,100,0,0,0,1,0,-1,1,0,200,120,200,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Elephants,19,Allies,2,Elephants,Elephants,1,60,38,200,20,60,0,2,12,600,1,0,elephant,100,0,0,0,1,0,-1,1,0,200,20,400,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2600,0,100,16,550,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Levies,20,Allies,2,Mob,PoorlyArmedLevies,12,60,25,200,20,15,0,1,10,600,1,0,levy,100,0,0,0,0,0,-1,1,0,200,1024,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Noble_Cavalry_Arm,21,Allies,2,Cavalry,Jinetes,4,60,25,200,20,60,0,2,16,900,1,0,noble_cavalry_arm,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Noble_Cavalry_Prot,22,Allies,2,Cavalry,Jinetes,4,60,25,200,20,44,0,2,16,900,1,0,noble_cavalry_prot,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Superior_Warband,23,Allies,2,Undrilled_Heavy_Foot,Pikes,12,60,25,200,20,75,0,1,10,600,1,0,superior_warband,100,0,0,0,1,0,-1,1,0,200,720,900,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2600,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Heavy_Artillery,24,Allies,2,Artillery,Artillery,1,60,25,200,20,40,0,1,6,300,1,0,heavy_artillery,100,0,1,0,0,0,-1,1,0,200,100,200,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,0,100,18,300,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Light_Artillery,25,Allies,2,Light_Artillery,Artillery,1,60,25,200,20,30,0,1,10,300,1,0,Light_Artillery,100,0,1,0,0,0,-1,1,0,200,100,200,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,0,110,15,250,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Arab_Camelry,26,Allies,2,Camelry,HorseArchersTurkish,4,60,25,200,20,46,0,2,16,600,1,0,arab_camelry,100,0,0,0,1,0,-1,1,0,200,240,400,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,25,900,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Hast_Princ,27,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,61,0,1,10,600,1,0,hast_princ,100,0,0,0,1,0,-1,1,0,200,480,600,75,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Hast_Princ_Vet,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Hast_Princ_Vet,28,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,78,0,1,10,600,1,0,hast_princ_vet,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Raw_Legionaries,29,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,30,0,1,10,600,1,0,legionaries_raw,100,0,0,0,1,0,-1,1,0,200,480,600,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Slack_Legionaries,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Triarii,30,Allies,2,Heavy_Foot,Pikes,4,60,25,200,20,43,0,1,10,600,1,0,triarii,100,0,0,0,1,0,-1,1,0,200,240,300,100,250,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Velites,31,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,30,0,1,12,600,1,0,velites,100,0,0,0,0,0,-1,1,0,200,240,300,25,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,50,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Armoured_Cavalry,32,Allies,2,Cavalry,Jinetes,4,60,25,200,20,40,0,2,16,900,1,0,armoured_cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,Rom_vet_cavalry,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Italian_Foot,33,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,36,0,1,10,600,1,0,italian_foot,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Bruttian_Veterans,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Spanish_Scutarii,34,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,42,0,1,10,600,1,0,spanish_scutarii,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Warband,35,Allies,2,Undrilled_Heavy_Foot,Pikes,12,60,25,200,20,55,0,1,10,600,1,0,warband,100,0,0,0,1,0,-1,1,0,200,720,900,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Superior_Warband,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African_Spearmen,36,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,48,0,1,10,600,1,0,African_Spearmen,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,Vet_African_Spearmen,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Merc_Hoplites,37,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,48,0,1,10,600,1,0,Hoplites_mercenary,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,Vet_Hoplites,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Vet_Arm_Cavalry,38,Allies,2,Cavalry,Jinetes,4,60,25,200,20,60,0,2,16,900,1,0,vet_arm_cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Poeni_Foot,39,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,33,0,1,10,600,1,0,poeni_foot,100,0,0,0,1,0,-1,1,0,200,480,600,50,50,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Imitation_Legion,40,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,51,0,1,10,600,1,0,imitation_legion,100,0,0,0,1,0,-1,1,0,200,480,600,75,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Rom_Argyraspids,41,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,78,0,1,10,600,1,0,rom_argyraspids,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Slack_Legionaries,43,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,54,0,1,10,600,1,0,legionaries_slack,100,0,0,0,1,0,-1,1,0,200,480,600,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Legionary_LRepub,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Vet_Legionaries,44,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,96,0,1,10,600,1,0,Legionaries_vet,100,0,0,0,1,0,-1,1,0,200,480,600,100,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Medium_Warband,48,Allies,2,Warriors,Pikes,12,60,25,200,20,55,0,1,10,600,1,0,medium_warband,100,0,0,0,1,0,-1,1,0,200,720,900,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Med_Sup_Warband,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Med_Sup_Warband,49,Allies,2,Warriors,Pikes,12,60,25,200,20,75,0,1,10,600,1,0,med_sup_warband,100,0,0,0,1,0,-1,1,0,200,720,900,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Celtic_Chariots,50,Allies,2,Light_Chariots,Jinetes,1,60,25,200,20,36,0,2,16,900,1,0,Celtic_Chariots,100,0,0,0,1,0,-1,1,0,200,100,400,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,0,0,90,45,650,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Citizen_Hoplites,51,Allies,2,Undrilled_Heavy_Foot,Pikes,8,60,25,200,20,42,0,1,10,600,1,0,Hoplites_citizen,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,Vet_Hoplites,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Raw_Hoplites,52,Allies,2,Undrilled_Heavy_Foot,Pikes,8,60,25,200,20,30,0,1,10,600,1,0,Hoplites_raw,100,0,0,0,1,0,-1,1,0,200,480,600,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,Citizen_Hoplites,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Vet_African_Spearmen,53,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,78,0,1,10,600,1,0,Vet_African_Spear,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Bruttian_Veterans,54,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,66,0,1,10,600,1,0,bruttian_veterans,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Vet_Hoplites,60,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,66,0,1,10,600,1,0,Hoplite_Vet,100,0,0,0,1,0,-1,1,0,200,480,600,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Nomad_Cavalry,61,Allies,2,Cavalry,HorseArchersTurkish,4,60,25,200,20,42,0,2,16,900,1,0,nomad_cav,100,0,0,0,1,0,-1,1,0,200,240,400,50,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Noble_Lancers_Arm,62,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,64,0,2,16,900,1,0,noble_lancers_arm,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Noble_Lancers_Prot,63,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,48,0,2,16,900,1,0,noble_lance_prot,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Levy_Spearmen,64,Allies,2,Undrilled_Heavy_Foot,Pikes,8,60,25,200,20,24,0,1,10,600,1,0,levy_spearman,100,0,0,0,1,0,-1,1,0,200,480,600,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,,,-1,0,3,-100,16,590,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Falxmen,72,Allies,2,Warriors,Pikes,8,60,25,200,20,48,0,1,10,600,1,0,falx_man,100,0,0,0,1,0,-1,1,0,200,480,600,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,,,-1,0,3,-100,16,590,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Indian_Archers,73,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,36,0,1,10,600,1,0,indian_archers,100,0,0,0,1,0,-1,1,0,200,480,600,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Indian_Javelinmen,74,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,36,0,1,10,600,1,0,indian_javelinmen,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Indian_Cavalry,75,Allies,2,Cavalry,Jinetes,4,60,25,200,20,32,0,2,16,900,1,0,indian_cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Indian_Elephants,76,Allies,2,Elephants,Elephants,1,60,38,200,20,60,0,2,12,600,1,0,indian_elphnt,100,0,0,0,1,0,-1,1,0,200,20,400,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,0,100,15,400,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Indian_H_Chariots,77,Allies,2,Heavy_Chariots,Jinetes,1,60,25,200,20,60,0,2,12,900,1,0,Indian_H_chariot,100,0,0,0,1,0,-1,1,0,200,150,400,0,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,0,0,85,45,750,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
